Time (s),Real Voltage (V),AIN1 (V)
52.385265827178955,2.866625852388097,2.8669185638427734
52.80127692222595,2.866625852388097,2.8669185638427734
53.21575331687927,2.866862968337955,2.8670766353607178
53.63041806221008,2.8670210398558993,2.867234706878662
54.04591417312622,2.866863078874303,2.8671557903289795
54.459949016571045,2.8670211503922474,2.867313861846924
54.87455177307129,2.866863078874303,2.8671557903289795
55.290024518966675,2.866862968337955,2.8670766353607178
55.70511531829834,2.866862968337955,2.8670766353607178
56.12016439437866,2.866863078874303,2.8671557903289795
56.534815311431885,2.866625852388097,2.8669185638427734
56.95099449157715,2.8670211503922474,2.867313861846924
57.36692452430725,2.8663095988158602,2.866523265838623
57.780394554138184,2.8663097093522083,2.8666024208068848
58.19502353668213,2.866625852388097,2.8669185638427734
58.61008358001709,2.8667840517882723,2.866997718811035
59.02513384819031,2.8670211503922474,2.867313861846924
59.44118905067444,2.86710006694193,2.8673927783966064
59.8556649684906,2.866863078874303,2.8671557903289795
60.270302534103394,2.8667839239060413,2.8670766353607178
60.68829560279846,2.8667840517882723,2.866997718811035
61.08483123779297,2.8667839239060413,2.8670766353607178
61.503472566604614,2.8669421233062167,2.8671557903289795
61.91911005973816,2.8670211503922474,2.867313861846924
62.338120460510254,2.8667840517882723,2.866997718811035
62.755048751831055,2.8667839239060413,2.8670766353607178
63.17480683326721,2.867100194824161,2.867313861846924
63.59375214576721,2.86638886432047,2.8666815757751465
64.01520943641663,2.866625852388097,2.8669185638427734
64.43426942825317,2.866863078874303,2.8671557903289795
64.85391283035278,2.866625852388097,2.8669185638427734
65.27395987510681,2.8670211503922474,2.867313861846924
65.69341230392456,2.867100084302365,2.867234706878662
66.11007761955261,2.8669419954239856,2.867234706878662
66.52853751182556,2.8665469358384144,2.866839647293091
66.9446165561676,2.866863078874303,2.8671557903289795
67.33626627922058,2.867337293428136,2.8676300048828125
67.75443053245544,2.8670210398558993,2.867234706878662
68.17530655860901,2.86694210593123,2.867313861846924
68.59439086914062,2.866863078874303,2.8671557903289795
69.01442456245422,2.8667048968200106,2.8669185638427734
69.435467004776,2.866863078874303,2.8671557903289795
69.85455918312073,2.8672582663421053,2.867471933364868
70.27404451370239,2.866862968337955,2.8670766353607178
70.69909834861755,2.866862968337955,2.8670766353607178
71.12314867973328,2.866862968337955,2.8670766353607178
71.5427896976471,2.8667839239060413,2.8670766353607178
71.96221446990967,2.86710006694193,2.8673927783966064
72.38189840316772,2.8667050073563587,2.866997718811035
72.80191493034363,2.866862968337955,2.8670766353607178
73.22238850593567,2.867337293428136,2.8676300048828125
73.64210629463196,2.866862968337955,2.8670766353607178
74.06211829185486,2.8665469358384144,2.866839647293091
74.48159337043762,2.867337182891788,2.867550849914551
74.90723037719727,2.8669419954239856,2.867234706878662
75.32770442962646,2.86710006694193,2.8673927783966064
75.74733662605286,2.8667839239060413,2.8670766353607178
76.16677379608154,2.866863078874303,2.8671557903289795
76.58645009994507,2.867100194824161,2.867313861846924
77.0075044631958,2.866862968337955,2.8670766353607178
77.42698049545288,2.8665468253020663,2.866760492324829
77.84661817550659,2.866863078874303,2.8671557903289795
78.26767086982727,2.8669421233062167,2.8671557903289795
78.68710541725159,2.866863078874303,2.8671557903289795
79.10720109939575,2.86710006694193,2.8673927783966064
79.52783918380737,2.866625852388097,2.8669185638427734
79.9508924484253,2.867100194824161,2.867313861846924
80.37137126922607,2.8669421233062167,2.8671557903289795
80.79501032829285,2.866862968337955,2.8670766353607178
81.21948075294495,2.8667839239060413,2.8670766353607178
81.64525485038757,2.8670210398558993,2.867234706878662
82.07017636299133,2.8669419954239856,2.867234706878662
82.49524188041687,2.8667839239060413,2.8670766353607178
82.92229270935059,2.866863078874303,2.8671557903289795
83.3457682132721,2.8667050073563587,2.866997718811035
83.7695701122284,2.867337293428136,2.8676300048828125
84.1956148147583,2.8667839239060413,2.8670766353607178
84.62151288986206,2.8667840517882723,2.866997718811035
85.04656481742859,2.8670211503922474,2.867313861846924
85.48663091659546,2.8669421233062167,2.8671557903289795
85.91110372543335,2.8667048968200106,2.8669185638427734
86.33592104911804,2.866863078874303,2.8671557903289795
86.76576542854309,2.8669419954239856,2.867234706878662
87.18985366821289,2.8672581384598743,2.867550849914551
87.61500263214111,2.866863078874303,2.8671557903289795
88.03953146934509,2.8667050073563587,2.866997718811035
88.46543908119202,2.8669419954239856,2.867234706878662
88.88948559761047,2.8667050073563587,2.866997718811035
89.31455683708191,2.867100194824161,2.867313861846924
89.74118137359619,2.866625852388097,2.8669185638427734
90.16624307632446,2.8670210398558993,2.867234706878662
90.58270621299744,2.8670211503922474,2.867313861846924
90.99774956703186,2.8669419954239856,2.867234706878662
91.4108362197876,2.866388753784122,2.8666024208068848
91.8238787651062,2.866625852388097,2.8669185638427734
92.23993825912476,2.866625852388097,2.8669185638427734
92.65457391738892,2.866863078874303,2.8671557903289795
93.06905770301819,2.866863078874303,2.8671557903289795
93.48310112953186,2.866863078874303,2.8671557903289795
93.89369511604309,2.8667839239060413,2.8670766353607178
94.3077883720398,2.8667839239060413,2.8670766353607178
94.71884512901306,2.8667839239060413,2.8670766353607178
95.13290214538574,2.866863078874303,2.8671557903289795
95.54398846626282,2.8663097093522083,2.8666024208068848
95.95738339424133,2.866388753784122,2.8666024208068848
96.36847949028015,2.8669419954239856,2.867234706878662
96.78312516212463,2.8670210398558993,2.867234706878662
97.19758796691895,2.8674953649460804,2.867788076400757
97.60861039161682,2.8667050073563587,2.866997718811035
98.02328753471375,2.8667840517882723,2.866997718811035
98.4337511062622,2.8667839239060413,2.8670766353607178
98.84785413742065,2.8669421233062167,2.8671557903289795
99.2584011554718,2.8667048968200106,2.8669185638427734
99.67287635803223,2.8667048968200106,2.8669185638427734
100.08748769760132,2.866625852388097,2.8669185638427734
100.5020260810852,2.866863078874303,2.8671557903289795
100.91666460037231,2.8669421233062167,2.8671557903289795
101.33217263221741,2.8667839239060413,2.8670766353607178
101.74714756011963,2.867100194824161,2.867313861846924
102.16183853149414,2.8665468253020663,2.866760492324829
102.57689189910889,2.866862968337955,2.8670766353607178
102.99193167686462,2.866862968337955,2.8670766353607178
103.40698575973511,2.867337293428136,2.8676300048828125
103.82204294204712,2.867100194824161,2.867313861846924
104.23811149597168,2.866388753784122,2.8666024208068848
104.65557026863098,2.8667840517882723,2.866997718811035
105.07559490203857,2.866863078874303,2.8671557903289795
105.49230122566223,2.8669419954239856,2.867234706878662
105.90732550621033,2.8669421233062167,2.8671557903289795
106.32286477088928,2.8671791113738436,2.8673927783966064
106.7395613193512,2.8664677808701526,2.866760492324829
107.16047620773315,2.8667050073563587,2.866997718811035
107.5759949684143,2.866862968337955,2.8670766353607178
107.99898314476013,2.8664679087523837,2.8666815757751465
108.41507935523987,2.8667839239060413,2.8670766353607178
108.83712935447693,2.866625852388097,2.8669185638427734
109.25275444984436,2.8667048968200106,2.8669185638427734
109.66925597190857,2.8667048968200106,2.8669185638427734
110.08683323860168,2.866151637834264,2.8664443492889404
110.5053493976593,2.8669421233062167,2.8671557903289795
110.9241213798523,2.8667840517882723,2.866997718811035
111.34104323387146,2.8669421233062167,2.8671557903289795
111.75909113883972,2.867337293428136,2.8676300048828125
112.17658066749573,2.8667840517882723,2.866997718811035
112.5982015132904,2.8669419954239856,2.867234706878662
113.01225972175598,2.866862968337955,2.8670766353607178
113.42735195159912,2.8669419954239856,2.867234706878662
113.84336924552917,2.8670211503922474,2.867313861846924
114.25942039489746,2.8667839239060413,2.8670766353607178
114.67548322677612,2.8672581384598743,2.867550849914551
115.09152579307556,2.8665469358384144,2.866839647293091
115.51000833511353,2.8670211503922474,2.867313861846924
115.92663860321045,2.8671791113738436,2.8673927783966064
116.34412860870361,2.8669419954239856,2.867234706878662
116.76075172424316,2.8665469358384144,2.866839647293091
117.19081234931946,2.8667840517882723,2.866997718811035
117.60628294944763,2.8667839239060413,2.8670766353607178
118.0213394165039,2.8667050073563587,2.866997718811035
118.4359872341156,2.8667048968200106,2.8669185638427734
118.85102248191833,2.8672581384598743,2.867550849914551
119.27308177947998,2.866863078874303,2.8671557903289795
119.68656325340271,2.866863078874303,2.8671557903289795
120.10157227516174,2.866625852388097,2.8669185638427734
120.5196692943573,2.8667839239060413,2.8670766353607178
120.93868112564087,2.867337293428136,2.8676300048828125
121.35937666893005,2.86710006694193,2.8673927783966064
121.77883195877075,2.8670211503922474,2.867313861846924
122.19889760017395,2.867574409377994,2.867788076400757
122.61894392967224,2.8667840517882723,2.866997718811035
123.03899645805359,2.8669421233062167,2.8671557903289795
123.43480014801025,2.8667050073563587,2.866997718811035
123.85364842414856,2.866862968337955,2.8670766353607178
124.27374243736267,2.8669421233062167,2.8671557903289795
124.69379901885986,2.867100194824161,2.867313861846924
125.11423873901367,2.8670211503922474,2.867313861846924
125.53391695022583,2.866625852388097,2.8669185638427734
125.95397067070007,2.866862968337955,2.8670766353607178
126.37503147125244,2.8674953649460804,2.867788076400757
126.79454946517944,2.866862968337955,2.8670766353607178
127.21713733673096,2.8667048968200106,2.8669185638427734
127.6347267627716,2.8672581384598743,2.867550849914551
128.05423521995544,2.8667050073563587,2.866997718811035
128.47768187522888,2.8670210398558993,2.867234706878662
128.89477062225342,2.8674163378600497,2.8676300048828125
129.31741499900818,2.866625852388097,2.8669185638427734
129.7354633808136,2.8667839239060413,2.8670766353607178
130.15694761276245,2.8665469358384144,2.866839647293091
130.57500195503235,2.8670211503922474,2.867313861846924
130.99463844299316,2.866863078874303,2.8671557903289795
131.41764903068542,2.8665469358384144,2.866839647293091
131.83516263961792,2.866863078874303,2.8671557903289795
132.25479245185852,2.8669419954239856,2.867234706878662
132.67486310005188,2.8676535643462557,2.8678672313690186
133.09432530403137,2.866863078874303,2.8671557903289795
133.5143804550171,2.8670210398558993,2.867234706878662
133.93501496315002,2.8672581384598743,2.867550849914551
134.35449409484863,2.8667840517882723,2.866997718811035
134.77612853050232,2.867100194824161,2.867313861846924
135.20061111450195,2.8667840517882723,2.866997718811035
135.62565898895264,2.867337182891788,2.867550849914551
136.04434394836426,2.8670211503922474,2.867313861846924
136.4647660255432,2.8670210398558993,2.867234706878662
136.8854055404663,2.866863078874303,2.8671557903289795
137.31546211242676,2.8667050073563587,2.866997718811035
137.73693132400513,2.8667839239060413,2.8670766353607178
138.15499639511108,2.8670210398558993,2.867234706878662
138.57476139068604,2.86710006694193,2.8673927783966064
138.9946882724762,2.8665468253020663,2.866760492324829
139.4147412776947,2.866863078874303,2.8671557903289795
139.83380436897278,2.8667050073563587,2.866997718811035
140.25389742851257,2.8667840517882723,2.866997718811035
140.67691230773926,2.866862968337955,2.8670766353607178
141.0980920791626,2.8671792219101917,2.867471933364868
141.51801776885986,2.8667050073563587,2.866997718811035
141.93748831748962,2.866863078874303,2.8671557903289795
142.3575508594513,2.8671792219101917,2.867471933364868
142.77818369865417,2.8670211503922474,2.867313861846924
143.20166039466858,2.8667839239060413,2.8670766353607178
143.62271428108215,2.8667839239060413,2.8670766353607178
144.04351496696472,2.867100194824161,2.867313861846924
144.46740913391113,2.8664679087523837,2.8666815757751465
144.88746166229248,2.8667839239060413,2.8670766353607178
145.30751633644104,2.867100194824161,2.867313861846924
145.72799491882324,2.866625852388097,2.8669185638427734
146.14762663841248,2.8667050073563587,2.866997718811035
146.56810116767883,2.8667050073563587,2.866997718811035
146.98878836631775,2.866862968337955,2.8670766353607178
147.4112241268158,2.86638886432047,2.8666815757751465
147.83289790153503,2.86638886432047,2.8666815757751465
148.25290417671204,2.8667839239060413,2.8670766353607178
148.67354536056519,2.8667839239060413,2.8670766353607178
149.09414172172546,2.866863078874303,2.8671557903289795
149.5135350227356,2.8670211503922474,2.867313861846924
149.93412947654724,2.866625852388097,2.8669185638427734
150.35919284820557,2.867100194824161,2.867313861846924
150.784663438797,2.866388753784122,2.8666024208068848
151.20929217338562,2.8672582663421053,2.867471933364868
151.63148832321167,2.866625852388097,2.8669185638427734
152.05442357063293,2.8669421233062167,2.8671557903289795
152.47848629951477,2.8670210398558993,2.867234706878662
152.90395069122314,2.866862968337955,2.8670766353607178
153.32857704162598,2.8667839239060413,2.8670766353607178
153.75167894363403,2.86710006694193,2.8673927783966064
154.1758415699005,2.8670211503922474,2.867313861846924
154.5987524986267,2.8674164483963978,2.867709159851074
155.0218062400818,2.866863078874303,2.8671557903289795
155.44386076927185,2.8672581384598743,2.867550849914551
155.86790895462036,2.8665469358384144,2.866839647293091
156.29097890853882,2.8670210398558993,2.867234706878662
156.7180655002594,2.866625852388097,2.8669185638427734
157.14007353782654,2.866862968337955,2.8670766353607178
157.5635597705841,2.8669421233062167,2.8671557903289795
157.98465847969055,2.8663097093522083,2.8666024208068848
158.4126217365265,2.8667839239060413,2.8670766353607178
158.82476425170898,2.866862968337955,2.8670766353607178
159.24977493286133,2.8667050073563587,2.866997718811035
159.67341470718384,2.8669419954239856,2.867234706878662
160.09788751602173,2.8667839239060413,2.8670766353607178
160.5226993560791,2.8664679087523837,2.8666815757751465
160.94700384140015,2.8669421233062167,2.8671557903289795
161.37175703048706,2.8667050073563587,2.866997718811035
161.79673671722412,2.8667839239060413,2.8670766353607178
162.22116017341614,2.8667840517882723,2.866997718811035
162.64622926712036,2.8664677808701526,2.866760492324829
163.07190608978271,2.8667050073563587,2.866997718811035
163.49649834632874,2.866863078874303,2.8671557903289795
163.9213945865631,2.866863078874303,2.8671557903289795
164.3464560508728,2.866862968337955,2.8670766353607178
164.77125191688538,2.8665468253020663,2.866760492324829
165.1961669921875,2.866862968337955,2.8670766353607178
165.6432032585144,2.8669419954239856,2.867234706878662
166.06625986099243,2.8663095988158602,2.866523265838623
166.49130988121033,2.8667050073563587,2.866997718811035
166.91637420654297,2.8667048968200106,2.8669185638427734
167.34098744392395,2.867100194824161,2.867313861846924
167.7666416168213,2.8667048968200106,2.8669185638427734
168.1925413608551,2.8669421233062167,2.8671557903289795
168.61860299110413,2.866625980270328,2.866839647293091
169.04278469085693,2.8670210398558993,2.867234706878662
169.4697036743164,2.866625980270328,2.866839647293091
169.89677667617798,2.866863078874303,2.8671557903289795
170.32194876670837,2.866863078874303,2.8671557903289795
170.7479531764984,2.8667840517882723,2.866997718811035
171.1724226474762,2.8667840517882723,2.866997718811035
171.59797072410583,2.866862968337955,2.8670766353607178
172.02603912353516,2.8669421233062167,2.8671557903289795
172.45353317260742,2.86710006694193,2.8673927783966064
172.87860083580017,2.866863078874303,2.8671557903289795
173.30663394927979,2.866862968337955,2.8670766353607178
173.73167634010315,2.867337293428136,2.8676300048828125
174.1573359966278,2.8670211503922474,2.867313861846924
174.58239245414734,2.8667050073563587,2.866997718811035
175.0194320678711,2.8667050073563587,2.866997718811035
175.4465034008026,2.866862968337955,2.8670766353607178
175.87255477905273,2.8671791113738436,2.8673927783966064
176.29665303230286,2.8670211503922474,2.867313861846924
176.72166275978088,2.8664677808701526,2.866760492324829
177.14673328399658,2.8669419954239856,2.867234706878662
177.57119464874268,2.8669421233062167,2.8671557903289795
177.99825930595398,2.867100194824161,2.867313861846924
178.42131280899048,2.866862968337955,2.8670766353607178
178.84636688232422,2.8667839239060413,2.8670766353607178
179.271005153656,2.8669419954239856,2.867234706878662
179.6964831352234,2.8669419954239856,2.867234706878662
180.12153553962708,2.867337293428136,2.8676300048828125
180.54321789741516,2.8669421233062167,2.8671557903289795
180.96364188194275,2.8670210398558993,2.867234706878662
181.38742446899414,2.8667839239060413,2.8670766353607178
181.8083529472351,2.8669421233062167,2.8671557903289795
182.22881484031677,2.866625980270328,2.866839647293091
182.6528935432434,2.8669419954239856,2.867234706878662
183.0735559463501,2.8676535643462557,2.8678672313690186
183.49744248390198,2.8671791113738436,2.8673927783966064
183.8846092224121,2.8669419954239856,2.867234706878662
184.30866813659668,2.8670210398558993,2.867234706878662
184.72983622550964,2.8674953649460804,2.867788076400757
185.15319752693176,2.8669421233062167,2.8671557903289795
185.57384061813354,2.86710006694193,2.8673927783966064
185.9979305267334,2.8667050073563587,2.866997718811035
186.41898941993713,2.8667839239060413,2.8670766353607178
186.843003988266,2.867100194824161,2.867313861846924
187.26506090164185,2.866625852388097,2.8669185638427734
187.6881172657013,2.8670210398558993,2.867234706878662
188.10918021202087,2.8669419954239856,2.867234706878662
188.53526544570923,2.8667048968200106,2.8669185638427734
188.9588439464569,2.8671791113738436,2.8673927783966064
189.3797585964203,2.866862968337955,2.8670766353607178
189.8033890724182,2.867100194824161,2.867313861846924
190.22447896003723,2.8669419954239856,2.867234706878662
190.64896535873413,2.8667839239060413,2.8670766353607178
191.07697439193726,2.867100194824161,2.867313861846924
191.49961733818054,2.8664679087523837,2.8666815757751465
191.92409324645996,2.8671791113738436,2.8673927783966064
192.3447768688202,2.866625980270328,2.866839647293091
192.77225732803345,2.8671791113738436,2.8673927783966064
193.19632411003113,2.866863078874303,2.8671557903289795
193.62030363082886,2.8671792219101917,2.867471933364868
194.0444507598877,2.8669421233062167,2.8671557903289795
194.4700129032135,2.8667050073563587,2.866997718811035
194.8950674533844,2.866863078874303,2.8671557903289795
195.32113552093506,2.8670211503922474,2.867313861846924
195.7442147731781,2.867100194824161,2.867313861846924
196.16578912734985,2.866862968337955,2.8670766353607178
196.58883261680603,2.8670210398558993,2.867234706878662
197.01547980308533,2.8667840517882723,2.866997718811035
197.43881583213806,2.8667050073563587,2.866997718811035
197.85990929603577,2.8669421233062167,2.8671557903289795
198.28451323509216,2.866625852388097,2.8669185638427734
198.70856618881226,2.8669419954239856,2.867234706878662
199.13266968727112,2.8667048968200106,2.8669185638427734
199.55810594558716,2.8670210398558993,2.867234706878662
199.98078632354736,2.8669421233062167,2.8671557903289795
200.40425848960876,2.8671791113738436,2.8673927783966064
200.83625841140747,2.8669419954239856,2.867234706878662
201.26229405403137,2.866625852388097,2.8669185638427734
201.68650770187378,2.8667839239060413,2.8670766353607178
202.11112928390503,2.866625852388097,2.8669185638427734
202.53504610061646,2.866863078874303,2.8671557903289795
202.96310186386108,2.867574409377994,2.867788076400757
203.38657236099243,2.8670211503922474,2.867313861846924
203.809632062912,2.867574519914342,2.8678672313690186
204.2362825870514,2.8672582663421053,2.867471933364868
204.66132521629333,2.866625852388097,2.8669185638427734
205.08579349517822,2.8671791113738436,2.8673927783966064
205.51247191429138,2.8670210398558993,2.867234706878662
205.9429156780243,2.86710006694193,2.8673927783966064
206.36555171012878,2.8674163378600497,2.8676300048828125
206.79261183738708,2.8670211503922474,2.867313861846924
207.21566581726074,2.8667839239060413,2.8670766353607178
207.63914370536804,2.8672581384598743,2.867550849914551
208.06577849388123,2.8669421233062167,2.8671557903289795
208.492835521698,2.8670211503922474,2.867313861846924
208.9153070449829,2.8669421233062167,2.8671557903289795
209.34194707870483,2.867100194824161,2.867313861846924
209.76699590682983,2.867574519914342,2.8678672313690186
210.1900520324707,2.867337182891788,2.867550849914551
210.6171579360962,2.8670210398558993,2.867234706878662
211.04121661186218,2.8674163378600497,2.8676300048828125
211.46521973609924,2.8667839239060413,2.8670766353607178
211.89071774482727,2.8677324808959384,2.867946147918701
212.28275418281555,2.866862968337955,2.8670766353607178
212.70752024650574,2.8671792219101917,2.867471933364868
213.13148617744446,2.8667839239060413,2.8670766353607178
213.55554866790771,2.8670211503922474,2.867313861846924
213.98309063911438,2.8667050073563587,2.866997718811035
214.40573382377625,2.8670211503922474,2.867313861846924
214.83166480064392,2.8667839239060413,2.8670766353607178
215.25671792030334,2.8676535643462557,2.8678672313690186
215.68120503425598,2.8669419954239856,2.867234706878662
216.10526704788208,2.8665469358384144,2.866839647293091
216.5330183506012,2.8667050073563587,2.866997718811035
216.95633172988892,2.8670211503922474,2.867313861846924
217.38400220870972,2.866625980270328,2.866839647293091
217.81252789497375,2.8671791113738436,2.8673927783966064
218.23611545562744,2.8667839239060413,2.8670766353607178
218.66020584106445,2.8665469358384144,2.866839647293091
219.09228539466858,2.8670210398558993,2.867234706878662
219.51929473876953,2.8669419954239856,2.867234706878662
219.94576454162598,2.8670211503922474,2.867313861846924
220.37139892578125,2.8667839239060413,2.8670766353607178
220.79645776748657,2.8671791113738436,2.8673927783966064
221.221515417099,2.86710006694193,2.8673927783966064
221.64656782150269,2.8676535643462557,2.8678672313690186
222.07204341888428,2.8671791113738436,2.8673927783966064
222.49724006652832,2.8669419954239856,2.867234706878662
222.92116451263428,2.8670211503922474,2.867313861846924
223.34979939460754,2.866862968337955,2.8670766353607178
223.77827501296997,2.8671791113738436,2.8673927783966064
224.20291423797607,2.8674953649460804,2.867788076400757
224.62697386741638,2.86710006694193,2.8673927783966064
225.0514430999756,2.8667048968200106,2.8669185638427734
225.4655020236969,2.866625852388097,2.8669185638427734
225.88227820396423,2.866863078874303,2.8671557903289795
226.29624795913696,2.8670211503922474,2.867313861846924
226.7102394104004,2.8671791113738436,2.8673927783966064
227.1257300376892,2.867337182891788,2.867550849914551
227.54033493995667,2.867100194824161,2.867313861846924
227.95481324195862,2.8670210398558993,2.867234706878662
228.36891913414001,2.8667839239060413,2.8670766353607178
228.78050923347473,2.866863078874303,2.8671557903289795
229.19573521614075,2.866863078874303,2.8671557903289795
229.6106219291687,2.8669421233062167,2.8671557903289795
230.02611017227173,2.8671792219101917,2.867471933364868
230.44273209571838,2.8671792219101917,2.867471933364868
230.85478687286377,2.866863078874303,2.8671557903289795
231.27284288406372,2.8671791113738436,2.8673927783966064
231.68636679649353,2.866863078874303,2.8671557903289795
