Time (s),Temperature (K)
0.0031883716583251953,295.2198630930467
0.5164058208465576,295.0455375798169
0.929487943649292,295.0804065094648
1.32853364944458,295.0804065094648
1.7480216026306152,295.35941872471517
2.174623966217041,295.1153238157773
2.579716444015503,295.1153238157773
2.996758222579956,295.11526740392355
3.412777900695801,295.1153238157773
3.828916311264038,295.0804065094648
4.2508933544158936,295.18505210611664
4.673939943313599,295.0455939929114
5.087447881698608,295.0455939929114
5.50108528137207,295.1153238157773
5.915631532669067,295.1153238157773
6.3301942348480225,295.2198630930467
6.749260187149048,294.97586263514324
7.1683433055877686,295.1501843265685
7.589784383773804,295.15013556692634
8.011833667755127,295.32450409870887
8.434436559677124,295.0107246800744
8.857516527175903,295.21991185161875
9.278965711593628,295.18505210611664
9.694016456604004,295.1153238157773
10.110805988311768,295.21991185161875
10.526745319366455,295.0804065094648
10.941924095153809,295.0804552701785
11.357289552688599,294.8014749186825
11.769986152648926,294.97580622080596
12.184998035430908,294.94094379101716
12.602451086044312,295.1153238157773
13.020492553710938,295.0106759182873
13.439548015594482,295.0455939929114
13.859605073928833,294.8712101252758
14.278664112091064,295.15013556692634
14.700319528579712,295.0804065094648
15.121777057647705,295.25477886630324
15.542412757873535,295.0804065094648
15.961886405944824,295.15013556692634
16.38048815727234,295.2198630930467
16.802951097488403,294.97586263514324
17.223631143569946,295.0804065094648
17.64768362045288,295.1153238157773
18.068745136260986,294.94094379101716
18.493178129196167,295.15013556692634
18.914279460906982,295.0804552701785
19.335901975631714,294.97586263514324
19.73092007637024,295.1153238157773
20.15247392654419,295.0106759182873
20.576488256454468,295.18505210611664
20.99912452697754,295.0455375798169
21.425737142562866,295.15013556692634
21.85165762901306,294.73168175015195
22.27730441093445,295.0804552701785
22.700297355651855,295.0107246800744
23.113401889801025,295.2198630930467
23.529858827590942,295.0455375798169
23.941514253616333,295.28958909019866
24.351985216140747,294.94094379101716
24.76204490661621,295.0804552701785
25.17405414581299,295.1153238157773
25.59072709083557,295.1153238157773
26.006762981414795,295.0804065094648
26.421257495880127,295.11526740392355
26.836897373199463,294.8712101252758
27.249999046325684,294.97586263514324
27.666008472442627,294.8712101252758
28.08147883415222,295.32450409870887
28.49711275100708,295.15013556692634
28.91017508506775,295.25477886630324
29.315643548965454,295.0106759182873
29.731279373168945,295.0804552701785
30.146755695343018,295.1153238157773
30.56337809562683,294.8712101252758
30.984482526779175,295.0455939929114
31.40491509437561,295.1153238157773
31.82497239112854,295.35941872471517
32.24298858642578,295.11526740392355
32.66408181190491,295.0804552701785
33.082287073135376,294.94099255387925
33.49778485298157,295.0455939929114
33.91783261299133,295.0804552701785
34.33730745315552,295.1501843265685
34.75289869308472,295.0804552701785
35.17203712463379,295.25477886630324
35.593050956726074,295.18505210611664
36.016481161117554,294.8014185012291
36.43815875053406,295.0804552701785
36.8606379032135,295.32455285567823
37.281306982040405,295.0107246800744
37.70129060745239,295.1153238157773
38.12279438972473,294.97580622080596
38.5428524017334,295.2198630930467
38.96349263191223,295.0455375798169
39.38596796989441,295.25477886630324
39.80806517601013,295.2198630930467
40.22866439819336,294.8712101252758
40.657098054885864,295.2198630930467
41.08021640777588,295.0455375798169
41.505237340927124,295.25477886630324
41.92990303039551,295.1153238157773
42.35493302345276,295.39422780570345
42.781991958618164,295.15013556692634
43.20504426956177,295.25472245692526
43.6321063041687,295.25477886630324
44.05621385574341,295.2198630930467
44.48117756843567,295.18505210611664
44.904276847839355,295.25477886630324
45.32928466796875,295.0804065094648
45.744385719299316,295.11526740392355
46.1584358215332,295.15013556692634
46.576496839523315,295.15013556692634
46.993558168411255,295.15013556692634
47.40756678581238,295.1849956955018
47.8240807056427,294.94094379101716
48.23813343048096,295.0804065094648
48.64992809295654,295.0455375798169
49.063828229904175,295.0804065094648
49.47930860519409,295.0107246800744
49.8923454284668,295.1153238157773
50.30540895462036,295.1153238157773
50.72346234321594,295.0455939929114
51.14009928703308,295.1501843265685
51.55515146255493,295.1501843265685
51.970165967941284,295.18505210611664
52.385265827178955,295.18505210611664
52.80127692222595,295.18505210611664
53.21575331687927,295.0804552701785
53.63041806221008,295.0107246800744
54.04591417312622,295.0804065094648
54.459949016571045,295.0106759182873
54.87455177307129,295.0804065094648
55.290024518966675,295.0804552701785
55.70511531829834,295.0804552701785
56.12016439437866,295.0804065094648
56.534815311431885,295.18505210611664
56.95099449157715,295.0106759182873
57.36692452430725,295.32455285567823
57.780394554138184,295.32450409870887
58.19502353668213,295.18505210611664
58.61008358001709,295.11526740392355
59.02513384819031,295.0106759182873
59.44118905067444,294.97586263514324
59.8556649684906,295.0804065094648
60.270302534103394,295.1153238157773
60.68829560279846,295.11526740392355
61.08483123779297,295.1153238157773
61.503472566604614,295.0455375798169
61.91911005973816,295.0106759182873
62.338120460510254,295.11526740392355
62.755048751831055,295.1153238157773
63.17480683326721,294.97580622080596
63.59375214576721,295.28958909019866
64.01520943641663,295.18505210611664
64.43426942825317,295.0804065094648
64.85391283035278,295.18505210611664
65.27395987510681,295.0106759182873
65.69341230392456,294.9758549767109
66.11007761955261,295.0455939929114
66.52853751182556,295.2198630930467
66.9446165561676,295.0804065094648
67.33626627922058,294.8712101252758
67.75443053245544,295.0107246800744
68.17530655860901,295.0455452444999
68.59439086914062,295.0804065094648
69.01442456245422,295.1501843265685
69.435467004776,295.0804065094648
69.85455918312073,294.90607332451333
70.27404451370239,295.0804552701785
70.69909834861755,295.0804552701785
71.12314867973328,295.0804552701785
71.5427896976471,295.1153238157773
71.96221446990967,294.97586263514324
72.38189840316772,295.15013556692634
72.80191493034363,295.0804552701785
73.22238850593567,294.8712101252758
73.64210629463196,295.0804552701785
74.06211829185486,295.2198630930467
74.48159337043762,294.87125888921446
74.90723037719727,295.0455939929114
75.32770442962646,294.97586263514324
75.74733662605286,295.1153238157773
76.16677379608154,295.0804065094648
76.58645009994507,294.97580622080596
77.0075044631958,295.0804552701785
77.42698049545288,295.21991185161875
77.84661817550659,295.0804065094648
78.26767086982727,295.0455375798169
78.68710541725159,295.0804065094648
